song,performer,instance,chart_date,time_on_chart,song_length_ms,song_length_mins
In The Bible,Drake,1.0,2021-09-18,8,296568,4.9428
The Remorse,Drake,1.0,2021-09-18,1,351220,5.853666666666666
Fair Trade,Drake,3.0,2021-09-18,17,291175,4.852916666666666
Race My Mind,Drake,1.0,2021-09-18,3,269883,4.49805
Get Along Better,Drake,1.0,2021-09-18,2,229303,3.821716666666666
TSU,Drake,1.0,2021-09-18,5,308755,5.1459166666666665
Love All,Drake,1.0,2021-09-18,5,228461,3.807683333333333
Champagne Poetry,Drake,1.0,2021-09-18,7,336511,5.608516666666667
Range Brothers,Baby Keem,1.0,2021-09-25,1,316733,5.278883333333333
Lalisa,Lisa,1.0,2021-09-25,1,200689,3.3448166666666665
Meet Me At Our Spot,THE ANXIETY: WILLOW,1.0,2021-09-25,26,162680,2.711333333333333
Life Support,YoungBoy Never Broke Again,1.0,2021-09-25,5,233513,3.891883333333333
Lonely,DaBaby X Lil Wayne,1.0,2021-09-25,2,154432,2.5738666666666665
Shivers,Ed Sheeran,1.0,2021-09-25,52,207853,3.4642166666666667
Have Mercy,Chloe,1.0,2021-09-25,20,148778,2.479633333333333
One Of Me,Lil Nas X,1.0,2021-10-02,1,161666,2.694433333333333
Love Nwantiti (Ah Ah Ah),CKay,1.0,2021-10-02,29,145800,2.43
Am I Dreaming,Lil Nas X,1.0,2021-10-02,1,183241,3.0540166666666666
Thats What I Want,Lil Nas X,1.0,2021-10-02,45,143901,2.39835
Dead Right Now,Lil Nas X,1.0,2021-10-02,1,221203,3.686716666666667
Tales Of Dominica,Lil Nas X,1.0,2021-10-02,1,146005,2.4334166666666666
Dolla Sign Slime,Lil Nas X,1.0,2021-10-02,1,145074,2.4179
Scoop,Lil Nas X,1.0,2021-10-02,1,174164,2.9027333333333334
Lost In The Citadel,Lil Nas X,1.0,2021-10-02,1,170322,2.8387
On My Side,YoungBoy Never Broke Again,1.0,2021-10-02,2,148571,2.476183333333333
Same Boat,Zac Brown Band,2.0,2021-10-02,17,190451,3.174183333333333
Wildest Dreams (Taylor's Version),Taylor Swift,2.0,2021-10-02,4,220433,3.673883333333333
Smoke Strong,YoungBoy Never Broke Again,1.0,2021-10-09,1,135000,2.25
I Can't Take It Back,YoungBoy Never Broke Again,1.0,2021-10-09,1,177777,2.96295
Toxic Punk,YoungBoy Never Broke Again,1.0,2021-10-09,1,123870,2.0645
Forgiato,YoungBoy Never Broke Again,1.0,2021-10-09,1,188751,3.14585
Rich Shit,YoungBoy Never Broke Again,1.0,2021-10-09,1,155675,2.594583333333333
50 Shots,YoungBoy Never Broke Again,1.0,2021-10-09,1,161308,2.688466666666667
Hold Me Down,YoungBoy Never Broke Again,1.0,2021-10-09,1,178285,2.971416666666667
For Tonight,Giveon,2.0,2021-10-09,20,192257,3.204283333333333
Baddest Thing,YoungBoy Never Broke Again,1.0,2021-10-09,1,160000,2.6666666666666665
Bad Morning,YoungBoy Never Broke Again,1.0,2021-10-09,3,229333,3.822216666666667
Sincerely,YoungBoy Never Broke Again,1.0,2021-10-09,1,174545,2.909083333333333
Chosen,Blxst,1.0,2021-10-09,21,161684,2.694733333333333
No Where,YoungBoy Never Broke Again,1.0,2021-10-09,2,157845,2.63075
Too Easy,Gunna,4.0,2021-10-09,16,138453,2.30755
Your Heart,Joyner Lucas,1.0,2021-10-09,3,198620,3.3103333333333333
Nevada,YoungBoy Never Broke Again,2.0,2021-10-09,4,155737,2.5956166666666665
My Universe,Coldplay x BTS,1.0,2021-10-09,17,226198,3.7699666666666665
Break Or Make Me,YoungBoy Never Broke Again,1.0,2021-10-09,1,192000,3.2
Hot,Meek Mill,1.0,2021-10-16,1,150527,2.508783333333333
Feelin Like Tunechi,Lil Wayne,1.0,2021-10-16,1,186059,3.100983333333333
Outside (100 MPH),Meek Mill,1.0,2021-10-16,1,198590,3.309833333333333
The Feels,TWICE,1.0,2021-10-16,1,198053,3.300883333333333
Ride For You,Meek Mill,1.0,2021-10-16,1,182250,3.0375
Last One Standing,Skylar Grey,1.0,2021-10-16,1,257368,4.289466666666667
On My Soul,Meek Mill,1.0,2021-10-16,1,141573,2.35955
Intro (Hate On Me),Meek Mill,1.0,2021-10-16,1,174805,2.9134166666666665
Me (FWM),Meek Mill,1.0,2021-10-16,1,180000,3.0
Whiskey And Rain,Michael Ray,1.0,2021-10-16,20,206506,3.441766666666666
Jugaste y Sufri,Eslabon Armado,2.0,2021-10-16,7,275194,4.586566666666666
Expensive Pain,Meek Mill,1.0,2021-10-16,1,213749,3.562483333333333
Esta Danada,Ivan Cornejo,1.0,2021-10-16,5,214148,3.5691333333333333
Love Train,Meek Mill,1.0,2021-10-16,1,234666,3.9111
Just About Over You,Priscilla Block,3.0,2021-10-23,7,179213,2.986883333333333
Easy On Me,Adele,1.0,2021-10-23,31,224694,3.7449
Like A Lady,Lady A,1.0,2021-10-23,3,181200,3.02
Flocky Flocky,Don Toliver,1.0,2021-10-23,2,183513,3.05855
Life Goes On,Oliver Tree,3.0,2021-10-23,5,161803,2.6967166666666667
Lo Siento BB:/,Tainy,1.0,2021-10-23,4,206343,3.43905
Who's In Your Head,Jonas Brothers,2.0,2021-10-23,6,183536,3.058933333333333
Who Want Smoke??,Nardo Wick,1.0,2021-10-23,20,279573,4.65955
WFM,Realestk,1.0,2021-10-23,4,136000,2.2666666666666666
Tequila Little Time,Jon Pardi,1.0,2021-10-23,14,207161,3.4526833333333333
Freedom Was A Highway,Jimmie Allen,1.0,2021-10-23,20,212720,3.545333333333333
'Til You Can't,Cody Johnson,1.0,2021-10-23,36,224213,3.736883333333333
Pissed Me Off,Lil Durk,2.0,2021-10-30,4,123076,2.051266666666667
Ex For A Reason,Summer Walker,2.0,2021-10-30,5,225502,3.758366666666667
Let Somebody Go,Coldplay X Selena Gomez,1.0,2021-10-30,1,241595,4.026583333333333
Lets Go Brandon,Loza Alexander,1.0,2021-10-30,3,140979,2.34965
Stressed,Young Thug With J. Cole,1.0,2021-10-30,1,220412,3.673533333333333
"Ya Superame (En Vivo Desde Culiacan, Sinaloa)",Grupo Firme,1.0,2021-10-30,3,190000,3.1666666666666665
Peepin Out The Window,Young Thug With Future,1.0,2021-10-30,1,237262,3.9543666666666666
Bubbly,Young Thug With Drake,1.0,2021-10-30,12,165066,2.7511
Better Days,NEIKED X Mae Muller X Polo G,1.0,2021-10-30,20,160656,2.6776
Rich N***a Shit,Young Thug With Juice WRLD,1.0,2021-10-30,1,177596,2.9599333333333333
Livin It Up,Young Thug With Post Malone,1.0,2021-10-30,1,210906,3.5151
Not In The Mood,Lil Tjay,1.0,2021-11-06,1,150475,2.5079166666666666
Half Of My Hometown,Kelsea Ballerini,3.0,2021-11-06,20,231832,3.8638666666666666
Big Energy,Latto,1.0,2021-11-06,51,173182,2.8863666666666665
Poke It Out,Wale,3.0,2021-11-06,8,183333,3.05555
Moth To A Flame,Swedish House Mafia,3.0,2021-11-06,8,234000,3.9
Money,Lisa,1.0,2021-11-06,2,168227,2.803783333333333
Scorpio,Moneybagg Yo,2.0,2021-11-06,15,165772,2.7628666666666666
Let's Go Brandon,Bryson Gray,1.0,2021-11-06,2,224697,3.74495
To Be Loved By You,Parker McCollum,2.0,2021-11-06,20,199680,3.328
Switches & Dracs,Moneybagg Yo,1.0,2021-11-06,2,133631,2.227183333333333
Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",6.0,2021-11-13,40,229706,3.828433333333333
Demon High,Lil Uzi Vert,1.0,2021-11-13,1,197417,3.290283333333333
Somebody's Watching Me,Rockwell,2.0,2021-11-13,20,238786,3.9797666666666665
Overpass Graffiti,Ed Sheeran,1.0,2021-11-13,2,236906,3.9484333333333335
Ghost Town,Benson Boone,1.0,2021-11-13,1,193733,3.228883333333333
Ghostbusters,Ray Parker Jr.,4.0,2021-11-13,24,245253,4.08755
Rap Freaks,Yung Miami,1.0,2021-11-13,1,104064,1.7344
Eat It,Megan Thee Stallion,1.0,2021-11-13,1,169420,2.8236666666666665
One Right Now,Post Malone,2.0,2021-11-20,27,193506,3.2251
4th Baby Mama,Summer Walker,1.0,2021-11-20,1,225000,3.75
Session 33,Summer Walker,1.0,2021-11-20,1,127085,2.1180833333333333
Switch A N*gga Out,Summer Walker,1.0,2021-11-20,1,177000,2.95
Constant Bulls**t,Summer Walker,1.0,2021-11-20,1,197000,3.283333333333333
Bitter,Summer Walker,1.0,2021-11-20,1,281112,4.6852
Throw It Away,Summer Walker,1.0,2021-11-20,1,151714,2.528566666666667
Broken Promises,Summer Walker,1.0,2021-11-20,1,183331,3.0555166666666667
Slow Down Summer,Thomas Rhett,2.0,2021-11-20,17,216764,3.612733333333333
Screwin,Summer Walker,1.0,2021-11-20,1,333582,5.5597
Escape Plan,Travis Scott,1.0,2021-11-20,3,149610,2.4935
Toxic,Summer Walker,1.0,2021-11-20,1,266283,4.43805
Closure,Summer Walker,1.0,2021-11-20,1,131716,2.1952666666666665
No Love,Summer Walker,4.0,2021-11-20,20,231497,3.8582833333333335
Unloyal,Summer Walker,1.0,2021-11-20,1,207294,3.4549
Insane,Summer Walker,1.0,2021-11-20,1,189905,3.165083333333333
Sad Girlz Luv Money,Amaarae,1.0,2021-11-20,3,204763,3.412716666666667
Jumpin,NLE Choppa,1.0,2021-11-20,1,181198,3.0199666666666665
Reciprocate,Summer Walker,1.0,2021-11-20,1,182037,3.03395
Smokin Out The Window,Silk Sonic (Bruno Mars,1.0,2021-11-20,20,197442,3.2907
Super Gremlin,Kodak Black,1.0,2021-11-20,42,200547,3.34245
You Don't Know Me,Summer Walker,1.0,2021-11-20,1,200472,3.3412
Circus,Summer Walker,1.0,2021-11-20,1,132972,2.2162
Mafia,Travis Scott,1.0,2021-11-20,1,240000,4.0
Dat Right There,Summer Walker,1.0,2021-11-20,1,190000,3.1666666666666665
Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,1.0,2021-11-27,13,225960,3.766
I Knew You Were Trouble (Taylor's Version),Taylor Swift,1.0,2021-11-27,1,219760,3.6626666666666665
After Last Night,Silk Sonic (Bruno Mars,1.0,2021-11-27,1,249444,4.1574
Babe (Taylor's Version) (From The Vault),Taylor Swift,1.0,2021-11-27,1,224240,3.737333333333333
We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,1.0,2021-11-27,1,193146,3.2191
I Almost Do (Taylor's Version),Taylor Swift,1.0,2021-11-27,1,244586,4.076433333333333
Bad Man (Smooth Criminal),Polo G,2.0,2021-11-27,6,106000,1.7666666666666666
Holy Ground (Taylor's Version),Taylor Swift,1.0,2021-11-27,1,202960,3.3826666666666667
The Very First Night (Taylor's Version) (From The Vault),Taylor Swift,1.0,2021-11-27,1,200280,3.338
Already Dead,Juice WRLD,2.0,2021-11-27,7,231220,3.853666666666667
Doin' This,Luke Combs,2.0,2021-11-27,23,254173,4.2362166666666665
Everything Has Changed (Taylor's Version),Taylor Swift,1.0,2021-11-27,1,245426,4.090433333333333
Blast Off,Silk Sonic (Bruno Mars,1.0,2021-11-27,1,284870,4.747833333333333
Put On A Smile,Silk Sonic (Bruno Mars,1.0,2021-11-27,1,255455,4.257583333333334
Better Man (Taylor's Version) (From The Vault),Taylor Swift,1.0,2021-11-27,1,297013,4.950216666666667
La Fama,Rosalia,1.0,2021-11-27,1,188106,3.1351
Fly As Me,Silk Sonic (Bruno Mars,1.0,2021-11-27,1,219389,3.6564833333333335
State Of Grace (Taylor's Version),Taylor Swift,1.0,2021-11-27,2,295413,4.92355
Treacherous (Taylor's Version),Taylor Swift,1.0,2021-11-27,1,242720,4.045333333333334
Sad Beautiful Tragic (Taylor's Version),Taylor Swift,1.0,2021-11-27,1,284773,4.746216666666666
Run (Taylor's Version) (From The Vault),Taylor Swift,1.0,2021-11-27,1,240226,4.0037666666666665
Forever Winter (Taylor's Version) (From The Vault),Taylor Swift,1.0,2021-11-27,1,263533,4.392216666666667
Stay Stay Stay (Taylor's Version),Taylor Swift,1.0,2021-11-27,1,205786,3.429766666666666
Starlight (Taylor's Version),Taylor Swift,1.0,2021-11-27,1,220413,3.67355
The Moment I Knew (Taylor's Version),Taylor Swift,1.0,2021-11-27,1,285280,4.754666666666667
The Last Time (Taylor's Version),Taylor Swift,1.0,2021-11-27,1,299080,4.984666666666667
Nothing New (Taylor's Version) (From The Vault),Taylor Swift,1.0,2021-11-27,1,258812,4.313533333333333
22 (Taylor's Version),Taylor Swift,1.0,2021-11-27,1,230960,3.8493333333333335
Red (Taylor's Version),Taylor Swift,1.0,2021-11-27,2,223093,3.7182166666666663
All Too Well (Taylor's Version),Taylor Swift,1.0,2021-11-27,15,613026,10.2171
The Lucky One (Taylor's Version),Taylor Swift,1.0,2021-11-27,1,240466,4.007766666666667
Come Back...Be Here (Taylor's Version),Taylor Swift,1.0,2021-11-27,1,223333,3.7222166666666663
Begin Again (Taylor's Version),Taylor Swift,1.0,2021-11-27,1,238866,3.9811
I Bet You Think About Me (Taylor's Version) (From The Vault),Taylor Swift,1.0,2021-11-27,2,285106,4.751766666666667
abcdefu,GAYLE,1.0,2021-12-04,25,168601,2.810016666666667
I Drink Wine,Adele,1.0,2021-12-04,2,376169,6.2694833333333335
Can I Get It,Adele,1.0,2021-12-04,2,210384,3.5064
God's Country,State Of Mine,1.0,2021-12-04,1,210857,3.514283333333333
Hold On,Adele,1.0,2021-12-04,1,366004,6.100066666666667
Enemy,Imagine Dragons X JID,1.0,2021-12-04,36,173381,2.889683333333333
Love Is A Game,Adele,1.0,2021-12-04,1,403044,6.7174
To Be Loved,Adele,1.0,2021-12-04,1,403961,6.732683333333333
Oh My God,Adele,1.0,2021-12-04,16,225148,3.752466666666667
Heart On Fire,Eric Church,1.0,2021-12-04,22,258799,4.313316666666666
Cry Your Heart Out,Adele,1.0,2021-12-04,1,255278,4.2546333333333335
Strangers By Nature,Adele,1.0,2021-12-04,1,182163,3.03605
Woman Like Me,Adele,1.0,2021-12-04,1,300247,5.0041166666666665
My Little Love,Adele,1.0,2021-12-04,2,389107,6.485116666666666
All Night Parking (Interlude),Adele With Erroll Garner,1.0,2021-12-04,1,161829,2.69715
Always Been You,Jessie Murph,1.0,2021-12-11,1,131824,2.1970666666666667
Christmas Tree Farm (Old Timey Version),Taylor Swift,1.0,2021-12-11,5,232656,3.8776
Pick Out A Christmas Tree,Dan + Shay,1.0,2021-12-11,5,148720,2.478666666666667
By Your Side,Rod Wave,1.0,2021-12-11,19,194050,3.234166666666667
I'll Be Home For Christmas,Camila Cabello,1.0,2021-12-18,4,178427,2.973783333333333
Don't Play,Polo G,1.0,2021-12-18,1,156734,2.612233333333333
Merry Christmas,Ed Sheeran,4.0,2021-12-18,8,208546,3.4757666666666664
Wandered To LA.,Juice WRLD,1.0,2021-12-18,5,188833,3.1472166666666666
Start Up Again,Polo G,1.0,2021-12-18,1,108889,1.8148166666666667
Young N Dumb,Polo G,1.0,2021-12-18,1,172394,2.8732333333333333
Partin Ways,Polo G,1.0,2021-12-18,1,170322,2.8387
I Hate U,SZA,1.0,2021-12-18,21,173906,2.898433333333333
Mercedes,Brent Faiyaz,1.0,2021-12-18,1,233069,3.884483333333333
Me Or Sum,Nardo Wick,3.0,2021-12-18,20,225533,3.758883333333333
From My Window,Juice WRLD,1.0,2021-12-25,1,187211,3.1201833333333333
Rockstar In His Prime,Juice WRLD,1.0,2021-12-25,1,180750,3.0125
Not Enough,Juice WRLD,1.0,2021-12-25,1,171829,2.8638166666666667
Feel Alone,Juice WRLD,1.0,2021-12-25,1,230094,3.8349
Girl Of My Dreams,Juice WRLD,1.0,2021-12-25,1,226149,3.76915
Santa Baby,Eartha Kitt With Henri Rene And His Orchestra,4.0,2021-12-25,10,206066,3.434433333333333
You Wouldn't Understand,Juice WRLD,1.0,2021-12-25,1,170791,2.8465166666666666
Go Hard,Juice WRLD,1.0,2021-12-25,1,214727,3.578783333333333
Burn,Juice WRLD,1.0,2021-12-25,4,217222,3.6203666666666665
Doom,Juice WRLD,1.0,2021-12-25,1,150967,2.5161166666666666
Mistletoe,Justin Bieber,4.0,2021-12-25,13,182946,3.0491
Feline,Juice WRLD,1.0,2021-12-25,1,212203,3.5367166666666665
Man In The Mirror,A Boogie Wit da Hoodie,1.0,2021-12-25,1,215303,3.5883833333333333
Relocate,Juice WRLD,1.0,2021-12-25,1,208188,3.4698
Broadway Girls,Lil Durk,1.0,2022-01-01,20,185600,3.0933333333333333
Do It To It,Acraze,1.0,2022-01-01,12,157890,2.6315
Christmastime Is Here,Vince Guaraldi Trio,4.0,2022-01-01,5,369706,6.161766666666667
25 Million,Roddy Ricch,1.0,2022-01-01,1,204626,3.410433333333333
Hibachi,Roddy Ricch,1.0,2022-01-01,1,170413,2.8402166666666666
Moved To Miami,Roddy Ricch,1.0,2022-01-01,1,222225,3.70375
Thailand,Roddy Ricch,1.0,2022-01-01,1,200958,3.3493
Christmas Isn't Canceled (Just You),Kelly Clarkson,1.0,2022-01-01,2,231549,3.85915
Linus & Lucy,Vince Guaraldi Trio,1.0,2022-01-01,1,184440,3.074
Hrs And Hrs,Muni Long,1.0,2022-01-08,20,204000,3.4
23,Sam Hunt,1.0,2022-01-08,20,179720,2.9953333333333334
I Am Woman,Emmy Meli,2.0,2022-01-08,4,232813,3.880216666666666
Pressure,Ari Lennox,1.0,2022-01-08,17,192325,3.205416666666667
We Don't Talk About Bruno,Carolina Gaitan,1.0,2022-01-08,20,216120,3.602
Beers On Me,Dierks Bentley,1.0,2022-01-08,14,174680,2.9113333333333333
Christmas Tree,V,1.0,2022-01-08,1,209946,3.4991
Surface Pressure,Jessica Darrow,1.0,2022-01-08,19,202226,3.370433333333333
Fingers Crossed,Lauren Spencer-Smith,1.0,2022-01-15,19,175344,2.9224
Dos Oruguitas,Sebastian Yatra,1.0,2022-01-15,16,214613,3.5768833333333334
I Love You So,The Walters,2.0,2022-01-15,16,160239,2.67065
AA,Walker Hayes,2.0,2022-01-15,24,189560,3.159333333333333
The Family Madrigal,Stephanie Beatriz,1.0,2022-01-15,16,257213,4.286883333333333
Come Back As A Country Boy,Blake Shelton,3.0,2022-01-15,13,221693,3.694883333333333
Flower Shops,ERNEST,2.0,2022-01-15,26,214405,3.5734166666666667
What Else Can I Do?,Diane Guerrero,1.0,2022-01-15,14,179426,2.9904333333333333
Black Ball,YoungBoy Never Broke Again,1.0,2022-01-15,1,189851,3.1641833333333333
Home Sweet,Russell Dickerson,2.0,2022-01-15,7,205946,3.432433333333333
Never Wanted To Be That Girl,Carly Pearce,2.0,2022-01-15,20,214416,3.5736
Waiting On A Miracle,Stephanie Beatriz,1.0,2022-01-15,12,161840,2.6973333333333334
I Heard You're Married,The Weeknd,1.0,2022-01-22,1,263641,4.3940166666666665
Best Friends,The Weeknd,1.0,2022-01-22,1,163504,2.7250666666666667
Sacrifice,The Weeknd,1.0,2022-01-22,10,188918,3.148633333333333
Starry Eyes,The Weeknd,1.0,2022-01-22,1,148000,2.466666666666667
Flooded,Gunna,1.0,2022-01-22,1,152000,2.533333333333333
Don't Break My Heart,The Weeknd,1.0,2022-01-22,1,205469,3.4244833333333333
Private Island,Gunna,1.0,2022-01-22,1,132173,2.2028833333333333
How You Did That,Gunna,1.0,2022-01-22,2,160266,2.6711
25k Jacket,Gunna,1.0,2022-01-22,3,120000,2.0
You & Me,Gunna,1.0,2022-01-22,1,144373,2.4062166666666664
Every Angel Is Terrifying,The Weeknd,1.0,2022-01-22,1,167255,2.787583333333333
Gasoline,The Weeknd,1.0,2022-01-22,2,212165,3.536083333333333
Here We Go... Again,The Weeknd,1.0,2022-01-22,1,209777,3.4962833333333334
Less Than Zero,The Weeknd,1.0,2022-01-22,2,211814,3.5302333333333333
Mop,Gunna,1.0,2022-01-22,2,185213,3.086883333333333
How Do I Make You Love Me?,The Weeknd,1.0,2022-01-22,1,214214,3.5702333333333334
IDK That Bitch,Gunna,1.0,2022-01-22,2,210586,3.5097666666666667
South To West,Gunna,1.0,2022-01-22,1,122693,2.0448833333333334
Poochie Gown,Gunna,1.0,2022-01-22,2,141346,2.355766666666667
Out Of Time,The Weeknd,2.0,2022-01-22,3,214193,3.5698833333333333
Die Alone,Gunna,1.0,2022-01-22,1,261866,4.364433333333333
Circles Around This Town,Maren Morris,2.0,2022-01-22,25,195760,3.2626666666666666
Pushin P,Gunna,1.0,2022-01-22,20,136266,2.2711
Thought I Was Playing,Gunna,1.0,2022-01-22,3,167840,2.797333333333333
Dawn FM,The Weeknd,1.0,2022-01-22,1,96240,1.604
Alotta Cake,Gunna,1.0,2022-01-22,2,193986,3.2331
Livin Wild,Gunna,1.0,2022-01-22,2,142226,2.370433333333333
Is There Someone Else?,The Weeknd,1.0,2022-01-22,2,199111,3.3185166666666666
P Power,Gunna,1.0,2022-01-29,14,193346,3.222433333333333
Fish Scale,YoungBoy Never Broke Again,1.0,2022-01-29,3,170958,2.8493
Bring The Hook,YoungBoy Never Broke Again,1.0,2022-01-29,2,265185,4.41975
Cold December,Rod Wave,1.0,2022-01-29,6,192021,3.20035
Surround Sound,JID,2.0,2022-01-29,20,229938,3.8323
Never Say Never,Cole Swindell / Lainey Wilson,1.0,2022-01-29,20,176146,2.935766666666667
Trouble With A Heartbreak,Jason Aldean,2.0,2022-01-29,20,196026,3.2671
Eazy,The Game,1.0,2022-01-29,3,234288,3.9048
All Of You,Stephanie Beatriz,1.0,2022-01-29,7,278440,4.640666666666666
Iffy,Chris Brown,1.0,2022-01-29,8,173549,2.8924833333333333
Dis & That,YoungBoy Never Broke Again,1.0,2022-02-05,1,175521,2.92535
2Hoo,YoungBoy Never Broke Again,1.0,2022-02-05,1,166843,2.7807166666666667
Smoke One,YoungBoy Never Broke Again,1.0,2022-02-05,1,204912,3.4152
